20160629,75,76.38,75,76.38,1721,0
20160630,76.4,77,75.5,76.99,5320,0
20160701,76.6,78,76,77.88,4850,0
20160704,77.48,79.8,77,79.8,11627,0
20160705,79.5,81.5,79.5,81.4,9493,0
20160706,82.9,86.49,81.9,83.3,18144,0
20160707,83.1,86,83.1,85,12364,0
20160708,84.9,84.9,81.67,82,6034,0
20160711,82.3,84.7,82.3,83.89,4154,0
20160712,83.99,86.2,83.5,85.84,7065,0
20160713,85.99,86,84.6,85.5,2966,0
20160714,85.5,85.5,84.32,84.32,1691,0
20160715,85,87.68,84.5,86.95,8516,0
20160718,87.39,87.39,85.2,85.9,2132,0
20160719,86,86,83.5,85.79,2261,0
20160720,85.8,90.35,85.51,89.9,15594,0
20160721,90.5,91.99,87.61,88,6374,0
20160722,87.98,91,87.21,90.5,9116,0
20160725,91,95,90,94.2,10215,0
20160726,94.98,96,92.11,93.5,8917,0
20160727,93.5,94,92,93.9,3296,0
20160728,92.32,92.41,91.56,91.77,3248,0
20160729,91.6,93.5,91.5,92.44,4852,0
20160801,92.5,94.7,92.44,93.98,4659,0
20160802,94,94.5,91.6,91.7,5720,0
20160803,92,93,89.51,90.9,3805,0
20160804,91.6,91.6,88.41,88.5,5916,0
20160805,90.8,92.46,88.5,92,3741,0
20160808,92.97,93.78,92,93.63,3035,0
20160809,93.64,95,92.65,94.1,1422,0
20160810,94,96,93.41,95.99,5431,0
20160811,96,101.95,95.99,99.89,11703,0
20160812,101,101.7,96.52,98.99,4423,0
20160816,100,102.4,98.5,102.4,5610,0
20160817,103.9,104.5,100,100,5216,0
20160818,101.9,101.9,97.2,98.51,5243,0
20160819,100,100.5,97.5,98.5,2909,0
20160822,98.5,99,97.55,97.58,6055,0
20160823,98.45,105,98,103.95,11788,0
20160824,104,104,103,104,3672,0
20160825,104,104,101,102.9,3795,0
20160826,101.35,104,101.35,103.45,3080,0
20160829,104.2,104.2,98.03,99.5,6995,0
20160830,99.51,102.25,95.44,101.4,31801,0
20160831,101.4,102.6,100.4,101.45,8677,0
20160901,96.8,100.45,96.8,99.75,6307,0
20160902,99.75,99.75,98.5,98.5,1717,0
20160905,98.49,113.5,97,112.55,18409,0
20160906,112.5,120.75,109,120,45700,0
20160907,122.4,125,117.1,121.9,23142,0
20160908,122.9,122.9,115.1,117.4,6429,0
20160909,117,117,108.1,116.4,8860,0
20160912,116.4,119.9,114.15,118.4,2909,0
20160913,118.4,128,118.4,126.25,8032,0
20160914,127.5,132.6,127.5,130.9,8899,0
20160915,131.2,132.8,123,124,11990,0
20160916,126,128,123,124.9,11247,0
20160919,127.85,127.85,119.05,120,5839,0
20160920,119.5,124.95,119.5,124,12643,0
20160921,124.9,124.9,120.3,123.3,4220,0
20160922,120.65,122.9,120,120.3,1744,0
20160923,120.3,121,116.5,121,5478,0
20160926,119,120,116,118.7,11093,0
20160927,117,118.5,115,115,3281,0
20160928,116,117,115.5,116.7,904,0
20160929,115,130,115,130,25245,0
20160930,129,130,127.3,129,4231,0
20161003,130,132.4,129.2,129.2,1621,0
20161004,127,129,123.15,123.15,7011,0
20161005,124,126,122.05,124.15,8874,0
20161006,124.15,127.95,124.15,125.9,1323,0
20161007,126,126.3,119,124.4,2006,0
20161010,124.4,124.4,121.6,124.2,594,0
20161011,122.6,125.5,119,122.5,4133,0
20161012,122.5,122.5,119,122.2,4117,0
20161013,121.7,125,118,119.45,9025,0
20161014,119.45,120.9,118.7,119.9,4402,0
20161017,120,121,119,119.85,4743,0
20161018,119.95,119.95,116.6,119,5071,0
20161019,119,119,117.1,118,11278,0
20161020,119,121,116.9,119,6704,0
20161021,119,120.2,117.4,119.4,11623,0
20161024,119.4,127,117.7,123.85,9469,0
20161025,126.4,126.4,119.25,119.9,6282,0
20161026,120,120.55,118,119.9,6757,0
20161027,119.8,120,117.5,119.8,17228,0
20161028,120.75,123.65,120.75,123,3729,0
20161031,124.9,124.9,123.3,124,626,0
20161102,124,124,118.4,118.4,2866,0
20161103,118.4,118.85,118.4,118.75,1252,0
20161104,118.6,120,118.45,118.6,824,0
